GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2014,2014,2014,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,15563.5,15 563.5 [11 045.9-20 275.0],11045.9,20275
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2012,2012,2012,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,15110.9,15 110.9 [10 408.7-20 015.9],10408.7,20015.9
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2009,2009,2009,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,45.6,45.6 [31.9-59.7],31.9,59.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2018,2018,2018,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,40.1,40.1 [30.6-50.2],30.6,50.2
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2012,2012,2012,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,43.5,43.5 [30.9-56.7],30.9,56.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2001,2001,2001,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,49.9,49.9 [34.4-64.9],34.4,64.9
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2020,2020,2020,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,2090.5,2090.5 [1671.0-2601.2],1671,2601.2
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2013,2013,2013,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,17602.5,17 602.5 [12 627.9-22 802.7],12627.9,22802.7
MDG_0000000003,Adolescent birth rate (per 1000 women),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-birth-rate-%28per-1000-women-aged-15-19-years%29,2008,2008,2008,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,9.951052666,10,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2000,2000,2000,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,50.3,50.3 [34.2-65.7],34.2,65.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2011,2011,2011,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,50.1,50.1 [38.3-62.6],38.3,62.6
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2009,2009,2009,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,44.9,44.9 [30.3-59.9],30.3,59.9
SRHINSTITUTIONALBIRTH,Proportion of births delivered in a health facility (Facility births) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/institutional-births-%28-%29,2021,2019,2021,AFR,Africa,NGA,Nigeria,,,,49,49,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2002,2002,2002,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,54.6,54.6 [41.0-67.7],41,67.7
MDG_0000000003,Adolescent birth rate (per 1000 women),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-birth-rate-%28per-1000-women-aged-15-19-years%29,2013,2013,2013,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,14.69919491,14.7,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2015,2015,2015,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,41,41.0 [29.6-53.0],29.6,53
MDG_0000000003,Adolescent birth rate (per 1000 women),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-birth-rate-%28per-1000-women-aged-15-19-years%29,2002,2002,2002,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,13.97076702,14,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2012,2012,2012,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,42.7,42.7 [29.4-56.6],29.4,56.6
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2023,2023,2023,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,20567.5,20 567.5 [14 791.6-28 314.8],14791.6,28314.8
WHS4_154,Antenatal care coverage - at least four visits (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/antenatal-care-coverage-at-least-four-visits,1990,1985,1990,AFR,Africa,NGA,Nigeria,,,,52,52,,
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/births-attended-by-skilled-health-personnel-%28-%29,2003,2003,2003,AFR,Africa,NGA,Nigeria,,,,35,35,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2001,2001,2001,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,1983.5,1983.5 [1489.1-2469.9],1489.1,2469.9
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2015,2015,2015,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,15823.2,15 823.2 [11 419.9-20 464.4],11419.9,20464.4
MDG_0000000003,Adolescent birth rate (per 1000 women),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-birth-rate-%28per-1000-women-aged-15-19-years%29,2005,2005,2005,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,11.11487579,11.1,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2017,2017,2017,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,16432.6,16 432.6 [12 220.2-20 833.8],12220.2,20833.8
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2016,2016,2016,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,47.9,47.9 [37.8-58.4],37.8,58.4
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2013,2013,2013,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,49.1,49.1 [38.2-61.1],38.2,61.1
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2022,2022,2022,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,20089.9,20 089.9 [14 989.6-26 812.7],14989.6,26812.7
MDG_0000000003,Adolescent birth rate (per 1000 women),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-birth-rate-%28per-1000-women-aged-15-19-years%29,2004,2004,2004,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,18.89922333,18.9,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2011,2011,2011,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,43.4,43.4 [29.7-57.8],29.7,57.8
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/births-attended-by-skilled-health-personnel-%28-%29,2017,2016,2017,AFR,Africa,NGA,Nigeria,,,,43,43,,
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/births-attended-by-skilled-health-personnel-%28-%29,2018,2018,2018,AFR,Africa,NGA,Nigeria,,,,43,43,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2016,2016,2016,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,41.2,41.2 [30.8-52.0],30.8,52
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2016,2016,2016,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,40.4,40.4 [29.7-51.7],29.7,51.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2013,2013,2013,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,42.9,42.9 [30.8-55.6],30.8,55.6
MDG_0000000003,Adolescent birth rate (per 1000 women),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-birth-rate-%28per-1000-women-aged-15-19-years%29,2008,2008,2008,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,129.3153076,129.3,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2014,2014,2014,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,42.3,42.3 [30.8-54.4],30.8,54.4
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2010,2010,2010,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,44.1,44.1 [30.0-58.9],30,58.9
MDG_0000000003,Adolescent birth rate (per 1000 women),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-birth-rate-%28per-1000-women-aged-15-19-years%29,2010,2010,2010,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,123.1386871,123.1,,
MDG_0000000003,Adolescent birth rate (per 1000 women),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-birth-rate-%28per-1000-women-aged-15-19-years%29,2011,2011,2011,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,140.5444946,140.5,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2018,2018,2018,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,18892.3,18 892.3 [14 412.1-23 652.2],14412.1,23652.2
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2005,2005,2005,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,2119.3,2119.3 [1594.7-2628.7],1594.7,2628.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2017,2017,2017,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,18628.4,18 628.4 [14 076.9-23 384.0],14076.9,23384
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2005,2005,2005,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,13902.7,13 902.7 [9353.1-18 344.7],9353.1,18344.7
MDG_0000000003,Adolescent birth rate (per 1000 women),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-birth-rate-%28per-1000-women-aged-15-19-years%29,2012,2012,2012,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,9.931135178,9.9,,
